Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...59,Event2_Prob_Post_1...60,Event3_Prob_Post_1...61,Event4_Prob_Post_1...62,Event1_Prob_Post_1...63,Event2_Prob_Post_1...64,Event3_Prob_Post_1...65,Event4_Prob_Post_1...66,Event1_Prob_Post_1...67,Event2_Prob_Post_1...68,Event3_Prob_Post_1...69,Event4_Prob_Post_1...70,ParticipantId,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,Market_Price_m_kxpayrolls-26may,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,StartTime (America/Denver),CompletionTime (America/Denver),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,30,72,Important,25,20,60,80,64,Yes,Yes,NA,NA,NA,NA,0,0,34.859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Uncomfortable,Somewhat likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,65,40,60,80,F9B1ED822A564232BDC9CB950B981D22,019dfb6b-471b-7f49-9a9b-e0522b4ecfd9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,2,05/05/2026 09:53:25 PM,05/05/2026 09:57:36 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,32,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$200,000-$224,999",American Indian or Alaska Native,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,92,78,Important,70,93,79,75,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.306,0,Comfortable,Very Comfortable,Comfortable,Likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,68,89,85,78,NA,NA,NA,NA,NA,NA,NA,NA,09F8764A778D45ED8D698A3989A9464B,019dfb6d-2a40-7f4b-abc9-d0d2dda51974,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,05/05/2026 09:55:28 PM,05/05/2026 09:57:52 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,44,"Bachelor's degree (for example: BA, AB, BS)",Female,Finance,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,4,95,Very important,45,15,50,72,100,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.984,24.551,25.968,9,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,50,39,57,77,616C46EA4D1043F286412B91469D6477,019dfb6b-9076-762d-847d-1b5576387f25,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,3,05/05/2026 09:53:43 PM,05/05/2026 09:58:02 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,51,"Some college, but no degree",Female,Medicine,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$200,000-$224,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,0,73,Somewhat important,81,18,35,86,100,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.713,0,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,77,20,33,86,NA,NA,NA,NA,NA,NA,NA,NA,806188B46D854053B994DDB9E186A6DF,019dfb6c-6c5f-7aab-ac23-985f7c34fe5d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,05/05/2026 09:54:40 PM,05/05/2026 09:58:04 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Medicine,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$150,000-$174,999",White,Part-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Prosecuting journalists for unfair news coverage,50,50,Neither important nor unimportant,50,50,49,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,68.301,0,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,50,50,52,50,321BE45E4D8A4AF7944E1C43136F450D,019dfb69-8ea8-70e4-92d7-a5946ea9ae42,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,media,2,05/05/2026 09:51:32 PM,05/05/2026 09:58:03 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,35,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$200,000-$224,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,60,30,Somewhat important,30,65,25,75,64,No,No,0,0,24.501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,18,25,26,89,49B6CD90F6CA43288ABFA0A6B0E8AE74,019dfb66-aa0a-7a12-b66b-4affbf1499c9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,3,05/05/2026 09:48:22 PM,05/05/2026 09:58:16 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,45,"Associate degree (for example: AA, AS)",Male,"Transportation, Distribution & Logistics",Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"Less than $10,000",White,Part-time
"Yes, I consent to participate.",No preference,NA,NA,Neither,Directing law enforcement to investigate politicians of the opposing party,56,45,Neither important nor unimportant,46,55,70,41,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.758,21.112,21.591,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,75,63,77,38,9E2432327F1340CA98FA13599A8EF5DA,019dfb68-5ef9-7801-8d43-56e150bcfe7d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,2,05/05/2026 09:50:14 PM,05/05/2026 09:58:06 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Prosecuting journalists for unfair news coverage,0,25,Very important,50,5,50,99,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.377,81.113,104.393,2,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,50,5,50,99,NA,NA,NA,NA,FD12736D64B543619AE23044321F1814,019dfb68-91e6-7041-88a0-7a2252bc13c7,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,1,05/05/2026 09:50:27 PM,05/05/2026 09:58:22 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,57,"Bachelor's degree (for example: BA, AB, BS)",Female,Arts,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,76,6,Very important,82,50,54,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.599,20.599,24.844,1,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,80,50,57,58,321B93063C6A40D3801222F29E15B154,019dfb6a-f80c-7deb-8b21-3fe8d8877549,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,2,05/05/2026 09:53:04 PM,05/05/2026 09:58:25 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,High school graduate - high school diploma or the equivalent (for example: GED),Male,Manufacturing,In a civil union/partnership,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,14,80,Very important,96,2,28,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823,6.607,14.715,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,75,18,35,100,65C71BEA4EE345C2A59BEFD50EECDC02,019dfb67-2fe8-73dd-bf28-53889632253e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,3,05/05/2026 09:48:56 PM,05/05/2026 09:58:40 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,30,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,53,47,Important,65,30,63,52,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.642,0,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat comfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,51,34,57,63,NA,NA,NA,NA,NA,NA,NA,NA,3952017760154EF6B72C9A517B1A1A35,019dfb6a-dd24-7ab1-ad58-9b0c7c3a0a1e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,0,05/05/2026 09:52:57 PM,05/05/2026 09:59:02 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,29,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,37,49,Important,100,33,29,34,100,No,No,NA,NA,NA,NA,5.749,48.847,51.433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,77,25,29,30,NA,NA,NA,NA,D4159C507EDC40A4868A48A755749D75,019dfb6a-f678-7277-943d-59fffbe49aa9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1,05/05/2026 09:53:04 PM,05/05/2026 09:59:07 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,32,High school graduate - high school diploma or the equivalent (for example: GED),Female,Business Management & Administration,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",American Indian or Alaska Native,Business Owner
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Manipulating geographic boundaries of election districts,82,20,Important,50,62,76,86,64,Yes,No,9.633,9.633,13.049,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,50,55,66,90,395BBDEC12254BD8B2EBF67F2E224193,019dfb65-dc23-7133-9cfe-967888605ca2,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,2,05/05/2026 09:47:29 PM,05/05/2026 09:59:18 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,30,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Part-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,85,50,Very important,31,4,76,40,64,Yes,No,NA,NA,NA,NA,0.997,19.966,31.162,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,44,30,49,82,457EE1FE47FF4205A1CAA4A9CA8106A5,019dfb6d-133c-7a27-be27-a9b8bec13b95,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,2,05/05/2026 09:55:22 PM,05/05/2026 09:59:34 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,High school graduate - high school diploma or the equivalent (for example: GED),Male,"Transportation, Distribution & Logistics",In a civil union/partnership,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,97,51,Somewhat important,58,59,58,55,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.526,43.231,80.821,6,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,54,57,56,57,NA,NA,NA,NA,NA,NA,NA,NA,790FE2B6A94C466583D937D6A03AF97E,019dfb68-c668-7fe5-8a00-b47c63169d38,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,0,05/05/2026 09:50:41 PM,05/05/2026 10:00:01 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,48,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,44,62,Very important,65,39,27,40,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,54,34,9,58,C0DFC68778C74A249BAC538F49F948F4,019dfb6f-24ed-7c80-b6af-a46e245ad0d8,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,2,05/05/2026 09:57:38 PM,05/05/2026 10:00:12 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,37,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Government & Public Administration,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,5,60,Somewhat important,50,5,29,40,64,Yes,No,0,0,7.319,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,50,0,36,40,4E48E94501D14A318FF6D1CC407DEC30,019dfb6e-685a-7a52-b319-d1136fc93e73,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,2,05/05/2026 09:56:50 PM,05/05/2026 10:00:16 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,37,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Government & Public Administration,In a civil union/partnership,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,90,80,Neither important nor unimportant,50,30,75,50,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.881,0,NA,NA,NA,NA,Somewhat comfortable,Very Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,50,30,72,50,NA,NA,NA,NA,NA,NA,NA,NA,00F6743088A846EFAF2AB7A5ADCBC8E6,019dfb69-67a7-7b3f-bccc-fd9cdb44f3bd,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,0,05/05/2026 09:51:22 PM,05/05/2026 10:00:35 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Some college, but no degree",Female,Retired,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,23,60,Very important,12,30,61,63,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.453,14.493,20.314,13,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,59,39,61,80,50EFA7DF59E04E5DB6D86185C3D250EF,019dfb6d-9cf0-7180-8b54-3bbe9d66ac5b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2,05/05/2026 09:55:58 PM,05/05/2026 10:00:43 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,55,"Doctorate degree (for example: PhD, EdD)",Female,Education & Training,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Prosecuting journalists for unfair news coverage,17,87,Important,50,9,0,40,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.66,60.179,61.152,12,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,50,5,0,27,NA,NA,NA,NA,3720DCBE826A453A84933227DA3A7E9E,019dfb6c-654d-76b5-8fce-27cb9ee848a7,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,1,05/05/2026 09:54:38 PM,05/05/2026 10:00:59 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,38,"Associate degree (for example: AA, AS)",Female,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Business Owner
"Yes, I consent to participate.",Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,40,62,Very important,32,63,74,44,64,Yes,Yes,NA,NA,NA,NA,0,0,101.822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,45,35,72,100,E5BFA2585614433EB4E2AD4162374042,019dfb69-cd58-718f-8baf-769cd82b501d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,2,05/05/2026 09:51:48 PM,05/05/2026 10:01:03 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,36,"Bachelor's degree (for example: BA, AB, BS)",Male,"Transportation, Distribution & Logistics",Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,50,50,Very important,20,15,40,40,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20.637,0,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,50,45,50,75,978F8C18169849F0A54D3AFC0CD94C7E,019dfb6e-0619-7055-b636-a1975f233ade,019de1ab-afed-72b0-99bf-23a6aa89592d,0.525,0.475,0.555,0.885,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,2,05/05/2026 09:56:24 PM,05/05/2026 10:01:16 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,41,"Some college, but no degree",Female,Government & Public Administration,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Full-time
